,Unnamed: 0,applicant_id,years_of_insurance_with_us,regular_checkup_lasy_year,adventure_sports,visited_doctor_last_1_year,daily_avg_steps,age,heart_decs_history,other_major_decs_history,avg_glucose_level,bmi,Year_last_admitted,weight,weight_change_in_last_one_year,fat_percentage,insurance_cost,Student,Business,150 to 175,200 to 225,175 to 200,225 to 250,Female,formerly smoked,never smoked,smokes,Jaipur,Bangalore,Bhubaneswar,Guwahati,Mumbai,Nagpur,Surat,Pune,Kanpur,Mangalore,Kolkata,Delhi,Ahmedabad,Lucknow,Y,Daily,No,Extreme
200 to 225,-0.006799525068875841,-0.006799525068875818,-0.001653438031372509,-0.010360449047846786,-0.005934460430056591,-0.07281701420188455,0.013045632267522993,-0.0004915838324615887,-0.005934218559196988,-0.003680229966089568,-0.0035676761468785667,-0.009663821460362805,-0.0016316679457342629,0.010406559723945503,0.0021440356504627786,-0.04362217578087088,0.011615102651430988,-0.3036291726092898,0.44834428252578856,-0.26937860553318654,1.0,-0.1323361435989138,-0.10970749908805075,0.010774930241133211,-0.0003509582947981618,-0.006713616528597308,-0.0014773936796003023,-0.011874468466452131,0.00852455498684741,0.004931048002168718,0.0014041927018381805,0.006710767737142806,0.0014408307412621891,-0.002195540050925449,-0.0016275666620698198,-0.0020938256434003444,0.007316571751956624,0.0020096365594795,-0.010930461095810218,-0.004827272368994573,-0.00301027822242321,0.0071023831000491325,0.02436027561666847,-0.007703936923808967,0.024616043958123255
175 to 200,-0.00613530136441357,-0.006135301364413915,0.005838047522953877,0.0041805720714946665,0.00620302366036364,0.019619295116606105,-0.05522713196200523,0.0021179029128876384,0.008588539737498797,-0.008335966927661765,-0.0032549923286483906,0.0036090779984494985,0.003214901840258294,-0.004578123200435424,-0.007799626561037154,0.15610169121826714,-0.004172492693731319,-0.2988427959937416,0.44127663296117553,-0.2651321510598802,-0.1323361435989138,1.0,-0.10797808223501065,-0.00858314727670042,-0.000951462811122975,0.0052270496515145065,0.00047354479846271674,-0.002284962326857142,-0.007748238656506947,0.0008107272545111496,0.01119175074093171,-0.009095623994998447,0.003697869948648033,-0.0021136206994967557,0.017332663051126657,0.002633783626986726,-0.009742227506369048,-0.009510148335536072,0.007703661467905524,-0.00513650336106904,0.005242353329793664,0.005791086825888549,-0.06327490752790181,-0.01935886813999853,0.009603350047348119
225 to 250,0.010754828778814894,0.010754828778812625,-0.015473303553198627,0.005812428989613789,-0.011619922323747681,-0.0044690734566823105,0.05341716852802139,-0.004668417351015354,-0.010402215186622361,0.009977111024718889,-0.0054839273579179865,0.005347925651255022,0.0041950875095926555,-0.011823634594114708,0.0039735517090273564,0.04827007093224388,-0.009261467567065387,-0.24774256584293528,-0.24469476552707095,-0.2197962282229705,-0.10970749908805075,-0.10797808223501065,1.0,-0.0008494183523049752,0.004361311786316785,0.001237648826704797,0.004143994711700401,0.013768626864454344,0.005078739696407886,0.00751333566060932,-0.006047443418909417,0.002211921506054407,-0.0003694789540275424,-0.0015238277362333288,-0.0042954070838058835,-0.013273780619824694,-0.0002464106265374333,-0.004200644657638729,-0.0011803386186145627,0.010607685282400072,0.0044187059895190875,-0.0060008005528691104,0.0480922537674015,-0.012698667468075592,-0.001851191126501761
Female,-0.0025415754035360712,-0.0025415754035363752,0.007958672350165346,0.009298658551606477,0.004615327512895668,-0.0017585106415272263,0.00913832671795173,-0.000179675268504895,-0.11481110486752812,-0.16481518236014306,0.002946447185664366,-0.33215462294769404,0.005341292736420268,0.002668163897252794,-0.010370992978163135,0.005234185805125603,0.002149447382703041,-0.011866861672038568,0.009617186218825258,0.002514476450752087,0.010774930241133211,-0.00858314727670042,-0.0008494183523049752,1.0,-0.17064592756049896,-0.10340302301684355,-0.10528241068603315,0.0018836144841719237,0.0057199480475407195,-0.006243865178054687,-0.0019213029473264796,0.003083542314168933,0.008247128599359865,-0.010781089645911844,-0.007710296951262312,0.0020444611168486597,-0.004111458289647939,-0.00508404419979757,-0.00014860865878911074,0.014680463829171,-0.0029589466697469272,0.007600038675373102,0.007097057613310998,0.004236823162365112,-0.015453107794272159
formerly smoked,-0.006450469676794338,-0.006450469676796264,0.002333843723968677,-0.00346027638336121,-0.0014532495559544958,0.0011961846150867887,-0.005341316377616834,-0.001715631047236761,0.0676589666877515,0.05935808107116608,0.0059297236554062445,0.1020841714846487,0.005963942940074066,-0.003114890800785941,-0.001766696857181212,-0.016353167786114578,-0.003041161455872284,-0.004920328539551892,-0.0008764838225735227,-0.0025259931247864987,-0.0003509582947981618,-0.000951462811122975,0.004361311786316785,-0.17064592756049896,1.0,-0.3506762658773297,-0.19575801786009736,0.0031815647421430913,0.003053897271129436,0.01507342686811478,-0.00022153475031102575,-0.008538560837548887,-0.003378990546245749,-0.007865020163443941,0.0069245466151892825,-0.002179164367437361,0.009307712318429142,0.00836551147498911,-0.008406043675481333,-0.0018548294327468133,-0.0036165715668046803,-0.008025810758729513,-0.00569638604949425,-0.0045967080816242826,0.013304864102712245
never smoked,0.009685671700716813,0.00968567170071533,-0.012635774782138811,-0.001019994630441094,-0.0023676262903357973,0.005679066383308889,-0.0058358637883396645,-0.004863623824623891,-0.022005557866033157,0.06519309882847443,-0.0024302148822198154,0.10819636412056441,0.00594551927985693,-0.004427580800762308,0.015409920714658944,-0.0022341790836157963,-0.003587201358313545,0.0025091265672231244,0.002705144586765519,0.008515581672099834,-0.006713616528597308,0.0052270496515145065,0.001237648826704797,-0.10340302301684355,-0.3506762658773297,1.0,-0.32779311962273194,0.008821507863661296,0.002450218499380421,-0.006381602985195304,0.004453041790144883,0.005529051818099432,-0.0057331701777913425,0.007176939467841347,-0.013479825885025512,0.0034523945185670458,0.002034844294113776,-0.016267556075593992,0.006772953168376961,0.0011847002192718712,-0.0025536561375828076,0.00504005912753767,-0.0011949641805524753,0.004318285873105644,-0.0009256677516868321
smokes,0.0005242988380873311,0.0005242988380875473,-0.004427133638000326,0.0024144585554388477,-0.002023605253936112,-0.003967032619705814,0.008625458182648685,-0.0017041816752698025,0.04366216785893969,0.031013153415590546,-0.005065581139596224,0.0839245871079159,-0.0017378566071255654,-0.0021320381384043823,-0.005494090647461117,0.002907837958369303,-0.0034703572283443186,0.004742282258306342,-0.008327863794586488,-0.004743692228894365,-0.0014773936796003023,0.00047354479846271674,0.004143994711700401,-0.10528241068603315,-0.19575801786009736,-0.32779311962273194,1.0,-0.0047747707242857115,-0.00541029231787881,0.005014916707457434,0.0006088787092054412,0.0011293810767546838,-0.00898174158116564,0.0028173144307086532,0.01037827437973827,-0.008604085867251898,0.004181349863214537,0.007377741213661454,-0.003473830044761545,-0.004598100482271873,0.00706047509843068,-0.0016324947291885918,-0.0023918453072779983,0.008766234482623564,-0.000749859107871219
Jaipur,-0.00267921238897292,-0.002679212388972855,0.0011622599071641217,-0.028553825189478063,0.010183472043274171,0.00225582880843807,0.013400552536515026,0.005833708506558649,0.006131048223984011,-0.0023783992444834138,-0.010232200453325718,0.0021128170843811075,-0.004520492479852609,-0.001471125907587778,-0.004564737714338753,0.00022511991258003768,-0.00015280678432887703,0.004542753692475098,-0.010605867901011104,0.001334152060897132,-0.011874468466452131,-0.002284962326857142,0.013768626864454344,0.0018836144841719237,0.0031815647421430913,0.008821507863661296,-0.0047747707242857115,1.0,-0.07406369416574697,-0.07319165951130316,-0.07245141321102805,-0.07212581084894382,-0.07224222099709571,-0.07050492321838023,-0.07128353452552733,-0.07226548650353858,-0.07303019855763551,-0.07123652594894607,-0.07263699108470698,-0.0725674400827438,-0.07163537077225082,-0.012905025330834263,0.002182062102248316,-0.0031379241357289917,0.0015099534394064848
Bangalore,0.0008536750243523656,0.0008536750243501461,0.009637174441030074,0.06696527429975094,-0.0013513178831747034,-0.0010343567911580444,-0.0008207897813769833,0.0011244733763609053,-0.006347675163959715,2.7879927639807713e-06,-0.000609250414704407,-0.001248413272827724,0.0027326073187848026,-0.005398954932552569,-0.005882142459754691,0.009864467758005455,-0.00798787416729079,0.0007752688910551344,-0.0016649779293232772,-0.0025043650494632748,0.00852455498684741,-0.007748238656506947,0.005078739696407886,0.0057199480475407195,0.003053897271129436,0.002450218499380421,-0.00541029231787881,-0.07406369416574697,1.0,-0.07401709033101034,-0.0732684957829361,-0.07293922138736535,-0.07305694436985753,-0.07130005393346603,-0.07208744615600328,-0.0730804722568261,-0.073853808475231,-0.0720399074325708,-0.07345616654120629,-0.07338583116652947,-0.07244325029310564,-0.00420852006261331,0.00019022444693190093,0.0018135661987863155,0.007452809730449768
Bhubaneswar,0.008962658654633724,0.008962658654636397,0.0003212539799320066,-0.028629247697392713,0.002172211584821755,0.0006177192466407196,0.005257621800581362,-0.006137138645174991,0.007607388839133709,0.005193313258734737,-0.0011540882810945707,0.004435188723837969,-0.003977137592553505,0.007076195889195736,0.0035114580890058355,-0.0004068067850898645,0.006437932031454242,-0.009085329509677805,0.005841632836739427,-0.0020910534651704176,0.004931048002168718,0.0008107272545111496,0.00751333566060932,-0.006243865178054687,0.01507342686811478,-0.006381602985195304,0.005014916707457434,-0.07319165951130316,-0.07401709033101034,1.0,-0.07240582388786934,-0.07208042640779692,-0.07219676330603358,-0.07046055870447475,-0.07123868007828622,-0.07222001417289085,-0.07298424503961756,-0.07119170108137977,-0.07259128498853819,-0.0725217777508421,-0.07159029493559062,-0.013393171451658761,0.00229386364950501,-0.003765592187742062,-0.0057304420560638746
Guwahati,0.008661996326913187,0.008661996326914813,0.0027720040116999997,-0.0358562445068548,-0.0015406727905915689,0.0016518501809847479,-0.0024427698492113237,-0.008623008695953397,-0.00025227209764684346,-0.005448069428609771,0.014125541254042383,0.00938017578596821,0.0029319954221066085,0.005190392277486898,0.01325918277190476,0.0007024115927201256,0.0066601122879653175,0.005507767237957295,0.006162973519658393,0.0036681427646354046,0.0014041927018381805,0.01119175074093171,-0.006047443418909417,-0.0019213029473264796,-0.00022153475031102575,0.004453041790144883,0.0006088787092054412,-0.07245141321102805,-0.0732684957829361,-0.07240582388786934,1.0,-0.07135141890438806,-0.07146657919371831,-0.06974793422998359,-0.07051818583459007,-0.07148959490580158,-0.07224609648922665,-0.0704716819741801,-0.07185711076016564,-0.07178830650524014,-0.07086624452717548,0.00937562057966752,-0.00311451685344228,0.0051506159221931126,-0.004319462911343898
Mumbai,0.0018360750314268572,0.0018360750314245838,-0.004293950124139155,0.06422698335047855,-0.0002885626800583189,-0.001515538590170806,0.004889635648524891,-0.006772001309606911,-0.0011267647130881087,-0.0025658688678631162,0.00953082802994495,0.0022426135285386548,-0.0015870309414667482,-0.0037954187857251274,0.007819237154702422,0.0013824622807753918,-0.005583835117802927,0.001829849289339414,0.002123414637788265,-0.0014022265413385548,0.006710767737142806,-0.009095623994998447,0.002211921506054407,0.003083542314168933,-0.008538560837548887,0.005529051818099432,0.0011293810767546838,-0.07212581084894382,-0.07293922138736535,-0.07208042640779692,-0.07135141890438806,1.0,-0.0711454027533388,-0.06943448151554729,-0.07020127154872559,-0.07116831503099809,-0.07192141683667415,-0.07015497668032972,-0.07153417924014309,-0.0714656841969619,-0.07054776603811047,-0.006937305499549784,-0.00027326349057852446,-0.0068383931469488375,-0.003176359804398113
Nagpur,-0.010888563898243215,-0.010888563898244403,-0.005300700918468608,-0.028991901899279596,0.010019973842329881,0.004881173903417384,-0.0045633992062522255,-0.0036890014942474393,-0.002730707616753411,-0.011998741182883872,-0.003944384912106027,-0.006280325519991912,0.0014338757334599337,0.0004436359960539454,-0.004783188970625623,-0.002265342282424891,0.0019747998885080065,-0.008640509654581281,0.002446690013294169,-0.006699881889578339,0.0014408307412621891,0.003697869948648033,-0.0003694789540275424,0.008247128599359865,-0.003378990546245749,-0.0057331701777913425,-0.00898174158116564,-0.07224222099709571,-0.07305694436985753,-0.07219676330603358,-0.07146657919371831,-0.0711454027533388,1.0,-0.0695465478921318,-0.07031457551474338,-0.07128317979298707,-0.07203749709547139,-0.07026820592701467,-0.0716496345023465,-0.07158102890903138,-0.07066162924185972,-0.007107940169145204,-0.007784771374454122,-0.0008688138349727791,0.004297506326490967
Surat,-0.003315064757522074,-0.003315064757521642,0.006133859558440501,-0.02889441674576441,0.015649370234738114,-0.01588002012758398,-0.0027546311649487122,-0.004521657099089952,0.00012771606029664113,0.006625769844853054,-0.0002931839409444661,-0.0030724933777518584,-0.0018247953486676288,-0.0021284034665876544,-0.0002947234468625433,0.00456390415946917,-0.0003282329960982558,0.006561316998346697,-0.008655554264887866,-0.005146271892719788,-0.002195540050925449,-0.0021136206994967557,-0.0015238277362333288,-0.010781089645911844,-0.007865020163443941,0.007176939467841347,0.0028173144307086532,-0.07050492321838023,-0.07130005393346603,-0.07046055870447475,-0.06974793422998359,-0.06943448151554729,-0.0695465478921318,1.0,-0.06862363420414885,-0.06956894526081397,-0.07030512256488747,-0.06857837972308013,-0.06992658738185871,-0.06985963163185144,-0.06896234190229657,0.006451630919020221,0.000497608999876596,-0.0008315448225009311,-0.0010317961378604106
Pune,-0.004448064365577317,-0.004448064365576021,0.002901856309274703,-0.033023699029264435,-0.009218177807249232,0.007964041121704568,0.01148316190923198,0.003946996443888525,0.0038397958796209343,-0.007758926302044801,-0.0063961592985767,-0.0022442175572892522,-0.0013382626566421929,-0.003538692782169262,0.00017955118195926364,0.006085535913170544,-0.002675323837798634,-0.008186909460036404,0.010903067907046439,-0.005630635654782217,-0.0016275666620698198,0.017332663051126657,-0.0042954070838058835,-0.007710296951262312,0.0069245466151892825,-0.013479825885025512,0.01037827437973827,-0.07128353452552733,-0.07208744615600328,-0.07123868007828622,-0.07051818583459007,-0.07020127154872559,-0.07031457551474338,-0.06862363420414885,1.0,-0.07033722022564953,-0.07108152740132392,-0.06933571551526004,-0.0706988119176837,-0.07063111675116938,-0.06972391792736518,0.008506941970998804,-0.0013745631259241338,0.007328515651317331,0.002994570298926589
Kanpur,0.008170027878967163,0.008170027878963367,0.0024526406832314687,-0.023334174551080156,-0.016392242986526393,0.0006481788184971362,-0.0015243424872179937,0.0231930626873518,-0.0027685258709265023,0.00790795547369541,-0.006078232856096263,0.00015937572680804174,-0.004905449797559134,-0.003628372262885092,-0.00017900237841058733,-0.0008855324511663725,-0.0035282703595969685,0.002009541330367787,0.0010049141412003608,-0.00984291018146013,-0.0020938256434003444,0.002633783626986726,-0.013273780619824694,0.0020444611168486597,-0.002179164367437361,0.0034523945185670458,-0.008604085867251898,-0.07226548650353858,-0.0730804722568261,-0.07222001417289085,-0.07148959490580158,-0.07116831503099809,-0.07128317979298707,-0.06956894526081397,-0.07033722022564953,1.0,-0.07206069667086769,-0.07029083570465913,-0.07167270916713649,-0.07160408147948516,-0.07068438572093406,-0.001277007093127062,0.0024903257828291507,-0.0029390944421606915,0.0022433551135572507
Mangalore,0.006995599456869488,0.006995599456869323,-0.008913296788013648,-0.03114783562808895,-0.007940551909302297,0.000859789308796154,-0.01392136042327965,-0.0020178622710877816,0.0029917739465945927,0.003432605546698283,-0.006762049190874058,0.009531075326973164,-0.004401556125559857,0.00815166685171688,-0.000656489144114454,-0.003655599155098955,0.007724285636392444,0.002178075276356824,0.0035182672671570468,0.00972106772194812,0.007316571751956624,-0.009742227506369048,-0.0002464106265374333,-0.004111458289647939,0.009307712318429142,0.002034844294113776,0.004181349863214537,-0.07303019855763551,-0.073853808475231,-0.07298424503961756,-0.07224609648922665,-0.07192141683667415,-0.07203749709547139,-0.07030512256488747,-0.07108152740132392,-0.07206069667086769,1.0,-0.07103465204018258,-0.07243114846232077,-0.07236179455773599,-0.07143236659551942,-0.0009223342695561076,0.010874267455861586,0.005464556987422359,-0.007510446365727553
Kolkata,-0.006562025200433844,-0.00656202520043577,-0.007932181761624468,0.03327695385099101,-0.003194972313141619,-0.008084811577562764,-0.00047530853083874007,0.010787214981233646,0.010354540012235514,0.005450716201714981,0.007217704377348436,-0.007281338783169539,-0.005632278474858508,0.008538616509528788,-0.0012588336079492142,-0.010275578208686626,0.0063943133467829335,0.0010084743174677334,0.0015596882256692975,0.012994572540557038,0.0020096365594795,-0.009510148335536072,-0.004200644657638729,-0.00508404419979757,0.00836551147498911,-0.016267556075593992,0.007377741213661454,-0.07123652594894607,-0.0720399074325708,-0.07119170108137977,-0.0704716819741801,-0.07015497668032972,-0.07026820592701467,-0.06857837972308013,-0.06933571551526004,-0.07029083570465913,-0.07103465204018258,1.0,-0.07065218894175632,-0.07058453841743677,-0.06967793785416569,-0.011775809778792093,-0.00544543720080206,0.0010524763265630135,-0.003618963775395662
Delhi,0.005675564559662557,0.005675564559664953,0.004070663952344798,0.07115842766559152,0.002747180104866953,0.003910573054406883,-0.0014117344381635313,-0.00944055052151292,-0.012509213443078992,-0.002635872518410941,-0.0014043754772724995,-0.007624438615846165,0.009803852615410691,-0.00883386426519537,-0.0020012223075136786,0.00840946524328015,-0.0063204178297440435,0.006388648470658512,-0.003698260893382068,0.00539981923331893,-0.010930461095810218,0.007703661467905524,-0.0011803386186145627,-0.00014860865878911074,-0.008406043675481333,0.006772953168376961,-0.003473830044761545,-0.07263699108470698,-0.07345616654120629,-0.07259128498853819,-0.07185711076016564,-0.07153417924014309,-0.0716496345023465,-0.06992658738185871,-0.0706988119176837,-0.07167270916713649,-0.07243114846232077,-0.07065218894175632,1.0,-0.07197218588986246,-0.07104776213176223,0.005036008542380607,-0.010751153176385267,0.0033028694277432184,0.002877287339376811
Ahmedabad,0.0074088091142125384,0.007408809114214945,-0.009527988902223509,-0.003927544539133686,0.00931325667260135,0.0012964730830577018,0.002071005503119593,0.0007740883748331392,0.0009629459684613163,-0.001404973025091414,0.0028299187273676417,-0.010470636162185399,0.00733236594323229,-0.004471554068022181,-0.0016666964109907597,-0.009802432039602588,-0.009301208564480601,-0.0036249868165756783,-0.008203221083778273,0.001735244438716282,-0.004827272368994573,-0.00513650336106904,0.010607685282400072,0.014680463829171,-0.0018548294327468133,0.0011847002192718712,-0.004598100482271873,-0.0725674400827438,-0.07338583116652947,-0.0725217777508421,-0.07178830650524014,-0.0714656841969619,-0.07158102890903138,-0.06985963163185144,-0.07063111675116938,-0.07160408147948516,-0.07236179455773599,-0.07058453841743677,-0.07197218588986246,1.0,-0.07097973284021564,0.01927061668192958,0.0022715824447080315,-0.0051718015102508764,0.004697437732033151
Lucknow,-0.004149445407611737,-0.004149445407613516,-0.0010396289288478568,-0.030267890766694335,-0.005770385313138583,0.0038843861992788977,-0.004206161498079285,-0.011768662597601082,0.0025287967491214457,0.0034304558038425197,0.002712835487682399,0.016690530022560233,0.001518885690926532,-0.0015147963104720297,0.0026881010648925935,0.002852873772582713,0.0006657002657852368,4.406996717632417e-05,-0.0033357659363729792,-0.0026438432460602944,-0.00301027822242321,0.005242353329793664,0.0044187059895190875,-0.0029589466697469272,-0.0036165715668046803,-0.0025536561375828076,0.00706047509843068,-0.07163537077225082,-0.07244325029310564,-0.07159029493559062,-0.07086624452717548,-0.07054776603811047,-0.07066162924185972,-0.06896234190229657,-0.06972391792736518,-0.07068438572093406,-0.07143236659551942,-0.06967793785416569,-0.07104776213176223,-0.07097973284021564,1.0,0.0005384351328508964,0.006112229664456321,0.0004550931222522215,0.0029226941519198022
Y,-0.004760471021181788,-0.004760471021182926,0.2609277470535589,0.018206962261100617,0.022362660391450895,0.009524351959529637,-0.0015260821629178008,0.003091802671076258,0.005635710272185268,-0.008554403849696487,0.0010397745200597245,0.001129401282597127,-0.036459873554739064,0.06720067846866447,-0.059160281075518004,0.003944474174626817,0.10162436618740597,-0.0024896280709675233,0.0065937977083494175,0.007542624415854702,0.0071023831000491325,0.005791086825888549,-0.0060008005528691104,0.007600038675373102,-0.008025810758729513,0.00504005912753767,-0.0016324947291885918,-0.012905025330834263,-0.00420852006261331,-0.013393171451658761,0.00937562057966752,-0.006937305499549784,-0.007107940169145204,0.006451630919020221,0.008506941970998804,-0.001277007093127062,-0.0009223342695561076,-0.011775809778792093,0.005036008542380607,0.01927061668192958,0.0005384351328508964,1.0,0.012327666820259417,0.0017314038559589117,0.0064927407345493566
Daily,0.008044485796109674,0.00804448579610988,-0.00014970284114501205,-0.001647619228046854,-0.007150254724512643,0.04137388375281323,-0.044733537392792844,-0.005153941922020124,-0.008445187224392399,-0.0016090879540853924,0.006374542223904105,-0.005006445829568312,0.006143427544983796,-0.004370104566167643,-0.0031313859089076423,-0.01420922904574315,-0.0044216811677276315,-0.025445059464738004,-0.02205582214536837,-0.0342254328451018,0.02436027561666847,-0.06327490752790181,0.0480922537674015,0.007097057613310998,-0.00569638604949425,-0.0011949641805524753,-0.0023918453072779983,0.002182062102248316,0.00019022444693190093,0.00229386364950501,-0.00311451685344228,-0.00027326349057852446,-0.007784771374454122,0.000497608999876596,-0.0013745631259241338,0.0024903257828291507,0.010874267455861586,-0.00544543720080206,-0.010751153176385267,0.0022715824447080315,0.006112229664456321,0.012327666820259417,1.0,-0.015555285830177502,0.022362198519447183
No,-0.010863831168028198,-0.010863831168028014,0.002573608610995253,-0.006498197095329783,0.00618417410511317,-0.02813190789619919,0.07937633174166953,0.003298053234063647,0.004612216447538503,0.0010031035441135463,0.00019535723551999536,0.003359003007790853,0.0005100234536142441,-0.01021923199523106,-0.0028656535408142464,-0.006134301809895143,-0.009290993269625035,0.03125466920636119,-0.013899438785072127,0.0252389313011036,-0.007703936923808967,-0.01935886813999853,-0.012698667468075592,0.004236823162365112,-0.0045967080816242826,0.004318285873105644,0.008766234482623564,-0.0031379241357289917,0.0018135661987863155,-0.003765592187742062,0.0051506159221931126,-0.0068383931469488375,-0.0008688138349727791,-0.0008315448225009311,0.007328515651317331,-0.0029390944421606915,0.005464556987422359,0.0010524763265630135,0.0033028694277432184,-0.0051718015102508764,0.0004550931222522215,0.0017314038559589117,-0.015555285830177502,1.0,-0.2613954471697221
Extreme,-0.0019315277227608533,-0.001931527722759306,0.006772073968322075,-0.001741991389941501,-0.0003107022833756738,0.008100789799561506,-0.0779151081752815,0.004083480470958939,0.011776022405020958,0.0035838362878478206,0.0012613361158859437,0.005710225954726433,0.008187622641196358,-0.0030208320338731623,-0.0005958407529671371,0.01091350297693829,-0.0034395896458667766,-0.017730527702943033,0.0313865791760546,0.005655009737873424,0.024616043958123255,0.009603350047348119,-0.001851191126501761,-0.015453107794272159,0.013304864102712245,-0.0009256677516868321,-0.000749859107871219,0.0015099534394064848,0.007452809730449768,-0.0057304420560638746,-0.004319462911343898,-0.003176359804398113,0.004297506326490967,-0.0010317961378604106,0.002994570298926589,0.0022433551135572507,-0.007510446365727553,-0.003618963775395662,0.002877287339376811,0.004697437732033151,0.0029226941519198022,0.0064927407345493566,0.022362198519447183,-0.2613954471697221,1.0
